revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
40510,I8299a9fff62147923d2300a1b4303ff5cb5a1c5e,https://git.eclipse.org/r/#/c/40510,2,a445127da7e5c90864f1413769e5216d20cb471f,1ef4872f6cdf389d5dc7337891f68240e9c2810c,1,27/01/15,02/02/15,2,Open mergetool by default in staging view when in conflicting state,"Open mergetool by default in staging view when in conflicting state

Bug: 457055
Change-Id: I8299a9fff62147923d2300a1b4303ff5cb5a1c5e
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
40511,Ie7304bc3de53471633bfe4b316ec3efdc8fd8242,https://git.eclipse.org/r/#/c/40511,2,8a961ac9a1e6b26573ebe609301c8ae9908e3d83,b445ffd8d414e27ff64042a00bcb8180eb385fcb,1,27/01/15,02/02/15,14,UI Activator: allow tracing if workbench UI is active,"UI Activator: allow tracing if workbench UI is active

Change-Id: Ie7304bc3de53471633bfe4b316ec3efdc8fd8242
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,0,0
40848,I6cb733ae24a1eec33becb3aff0f96da151365a41,https://git.eclipse.org/r/#/c/40848,5,6bb5ace470402fa37c7458ddc903bec636a5c067,8c598c076c18b1b8d73ce452156e40ba92517ed8,1,01/02/15,01/02/15,519,Scalability: don't run incremental update if there are too many changes,"Scalability: don't run incremental update if there are too many changes

Always check if the number of changed files exceeds the magic limit for
incremental index updates. In case of huge repositories with lot of
ignored files (> 65000) the incremental merge of ignored lists can be
highly inefficient if the number of changed files is higher then 2000.

Added tests for job scheduling to make sure reload and update are used
as expected.

Bug 452237
Change-Id: I6cb733ae24a1eec33becb3aff0f96da151365a41
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,1,0,0,1,0,1,0,0
40849,I8d4fa304db3c34707e477dee11fb24ba046acd9d,https://git.eclipse.org/r/#/c/40849,3,04c809f06b6bd37f458aab748ce8e9515d19d3ce,9088b7d6f3608a7cdedf05a985a7cdc377fa4f25,1,01/02/15,02/02/15,71,"Don't run ""Compare with previous"" in UI thread","Don't run ""Compare with previous"" in UI thread

Bug: 450145
Change-Id: I8d4fa304db3c34707e477dee11fb24ba046acd9d
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
40850,I5a52025dfa59a2c28515d13f6f5161ad64769449,https://git.eclipse.org/r/#/c/40850,2,4a99c2307ba6ba636bbf644d85c438e176cae6e5,7844140edce1fa0631e693ec45f79b194d0084b8,1,01/02/15,02/02/15,198,Always run compare input calculation in background thread,"Always run compare input calculation in background thread

Bug: 458251
Change-Id: I5a52025dfa59a2c28515d13f6f5161ad64769449
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
40851,I8492dc586c6d1e10db55b1d4988fd9bb2fa56a9e,https://git.eclipse.org/r/#/c/40851,2,5b32d7319487cbba4d56b52032db2e820265a7f4,32f5f5026f5939cb411c70ada7f27aefe12628d8,1,01/02/15,02/02/15,135,Don't run indexDiff.diff() in UI thread,"Don't run indexDiff.diff() in UI thread

Avoids calculation of staged resources in UI thread. This can hang UI on
huge repositories just by right-clicking any file in explorer. Instead,
the calculation is postponed, and in case there were no staged changes,
a dialog will be shown.

Bug: 457698
Change-Id: I8492dc586c6d1e10db55b1d4988fd9bb2fa56a9e
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
40852,I5f84c70466d7cd47cc7334ce416174b857774402,https://git.eclipse.org/r/#/c/40852,4,cf8c3432cf26c44182b288cdd1a93de66d72efe6,79e2f98f7e738df475d202cb7d14dc56ec7faef1,1,01/02/15,02/02/15,8,"[stagingview] ""Updating index"" should indicate that view is ""busy""","[stagingview] ""Updating index"" should indicate that view is ""busy""

If we are linked, each time IndexDiffUpdateJob starts, indicate that the
view is busy (e.g. reload() will trigger this job in background!).

This is not the best solution if one has many repositories: on Eclipse
startup the view could be shown busy even if the right repository is
already updated, but practically it works fine. 

Usually one has not really many *huge* repositories in the same Eclipse
workspace which can delay startup for long time, and after startup is
done, index refresh usually happens for the current repository only
because index diff updates are started only on repositories where user
makes some changes or selects elements.

Bug 457571
Change-Id: I5f84c70466d7cd47cc7334ce416174b857774402
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,1,0,0,0,0,1,0,0
40853,I6d3b740e9846d5efde91a84f74fcf3e8dce0c37e,https://git.eclipse.org/r/#/c/40853,5,0f1cd71efd14f03e8dfc0b4c51dc2fda118b8996,446f78f0f51dacbf969cad8cd9de6136381ed873,1,01/02/15,02/02/15,20,"[stagingview] ""Refresh"" operation should indicate that view is ""busy""","[stagingview] ""Refresh"" operation should indicate that view is ""busy""

Bug 457562
Change-Id: I6d3b740e9846d5efde91a84f74fcf3e8dce0c37e
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,1,0,0,0,0,1,0,0
40854,I78ec6b62f36b46932a38fbcbea1fda2c61af9089,https://git.eclipse.org/r/#/c/40854,2,01c0387a402eb6556698249043025eb4e1ed7af1,9461272e11d0e39bcf071b07fe5827a459d7dea4,1,01/02/15,02/02/15,25,Implement hasChildren() to avoid diff calculation in UI thread,"Implement hasChildren() to avoid diff calculation in UI thread

Fetch/Push resul table content provider will now always report ""true"" in
hasChildren() if the requested object is a RepositoryCommit.

This is needed for tree viewer to paint ""arrows"" for expandable nodes
without calculation the commit content - this calculation on huge
repositories can block UI thread forever.

Bug: 458839
Change-Id: I78ec6b62f36b46932a38fbcbea1fda2c61af9089
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
40870,I8b9cbcda45cc01aa2e8ccd65527638bb51b6e52d,https://git.eclipse.org/r/#/c/40870,3,64488fcf2645b8dfbd0742530ad4a69fb37ea882,73ad59f3c150014728fe5d8082d109014e2756f6,1,02/02/15,03/02/15,6,Lookup active window before opening commit selection dialog,"Lookup active window before opening commit selection dialog

Just seen that ""Compare with Previous"" will fail on Eclipse 3.8 due some
bugs in HandlerUtil, if executed on a file which last version is a merge
version.

In this case we open selection dialog (which commit to use for diff),
and this makes the ""active window"" variable disappear. The simple fix is
to read the variable before we open a dialog.

Change-Id: I8b9cbcda45cc01aa2e8ccd65527638bb51b6e52d
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,0,0,0,0,0,0
40886,I14739db33e05e982e2df3286b5abd008217f6e2a,https://git.eclipse.org/r/#/c/40886,2,dc10ad900a6826ee70a9b03e1489c298b0c6eb2f,a07e4dced1497b3b5eac2789e3f46ccce5047438,0,02/02/15,02/02/15,6,Update readme to describe current state of symlink support,"Update readme to describe current state of symlink support

Also see https://dev.eclipse.org/mhonarc/lists/egit-dev/msg03771.html
and https://bugs.eclipse.org/bugs/show_bug.cgi?id=429304 for remaining
issues.

Change-Id: I14739db33e05e982e2df3286b5abd008217f6e2a
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,NA,NA
40973,I981f0ec09a70ccdfb2df1bf29dc2a937310e0cc0,https://git.eclipse.org/r/#/c/40973,3,fad6ffc6fe885cbd1644cba13b90898715ffbe1d,48728ccad369101d75dc438d78a7031926048ae0,1,03/02/15,18/02/15,54,Closing CommitEditor after deleting Stash commit in that editor.,"Closing CommitEditor after deleting Stash commit in that editor.

Change-Id: I981f0ec09a70ccdfb2df1bf29dc2a937310e0cc0
Signed-off-by: rhopp <rhopp@redhat.com>",0,0,1,1,0,0,1,1,1
41030,Ia4dff70fcfaf199febb564c3b57e70536b3d6865,https://git.eclipse.org/r/#/c/41030,1,bc8e3ef76789f3783772ecc0f3a1ac054c3968fc,66df9f883b01a0b5ad8bc5d3f2cba248166021e2,0,03/02/15,04/02/15,54,EGit v3.7.0.201502031740-rc1,"EGit v3.7.0.201502031740-rc1

Change-Id: Ia4dff70fcfaf199febb564c3b57e70536b3d6865
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
41036,I3ca05472be02232041a9ed4a8add1316b2759f7f,https://git.eclipse.org/r/#/c/41036,1,66df9f883b01a0b5ad8bc5d3f2cba248166021e2,6e1a037dc103d713c33095451dd5c532b91da73f,0,04/02/15,04/02/15,54,Prepare post 3.7.0.201502031740-rc1 builds,"Prepare post 3.7.0.201502031740-rc1 builds

Change-Id: I3ca05472be02232041a9ed4a8add1316b2759f7f
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,1,0,0,1,NA,NA
41072,I5452a465bb4b2bbd988f5f11fd4bf395ee875272,https://git.eclipse.org/r/#/c/41072,1,b02065f76e37787faf7d4f31cd1be3d4d7b61308,b0246374276aec568acc4355bb6ca8676e7bff8c,0,04/02/15,04/02/15,0,Merge branch 'stable-3.7',"Merge branch 'stable-3.7'

* stable-3.7:
  Prepare post 3.7.0.201502031740-rc1 builds
  EGit v3.7.0.201502031740-rc1
  Lookup active window before opening commit selection dialog
  [stagingview] ""Updating index"" should indicate that view is ""busy""
  [stagingview] ""Refresh"" operation should indicate that view is ""busy""
  Update readme to describe current state of symlink support
  Let staging view use submodule repos
  UI Activator: allow tracing if workbench UI is active
  Jobs should not unnecessarily lock the workspace
  Open mergetool by default in staging view when in conflicting state
  Don't run ""Compare with previous"" in UI thread
  Implement hasChildren() to avoid diff calculation in UI thread
  Don't run indexDiff.diff() in UI thread
  Always run compare input calculation in background thread
  Scalability: don't run incremental update if there are too many
changes

Change-Id: I5452a465bb4b2bbd988f5f11fd4bf395ee875272
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,0,0,0,1,NA,NA
41234,I3d94fba6b2c68ad758ebc62859e89a23b8f0d9d5,https://git.eclipse.org/r/#/c/41234,3,b0246374276aec568acc4355bb6ca8676e7bff8c,14dc92f58d593c17e26e6c64380966f77b880c9e,0,06/02/15,06/02/15,48,Make welcome page contribution more consistent,"Make welcome page contribution more consistent

Bug: 459238
Change-Id: I3d94fba6b2c68ad758ebc62859e89a23b8f0d9d5
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,0,0,0,0,0,1,NA,NA
41375,I74d75b61e6cb0a3f31d349bc390f4cc6b0b840b4,https://git.eclipse.org/r/#/c/41375,1,0d4a573467414bc5586b2367d8085b9eee7e8dc5,2811e96e4e1a304c8e692f28fbbf3b48d6e49936,1,08/02/15,11/02/15,29,Don't apply fonts and colors if they are undefined in current theme,"Don't apply fonts and colors if they are undefined in current theme

Bug: 432016
Change-Id: I74d75b61e6cb0a3f31d349bc390f4cc6b0b840b4
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,1,0,0,0,1,0,0
41376,Ia149409c5dd08b8d42338d9e63b09eb75a6b0056,https://git.eclipse.org/r/#/c/41376,3,2811e96e4e1a304c8e692f28fbbf3b48d6e49936,0b86575bd44c69cc25bd6f099de7bda96ee8a519,1,08/02/15,12/02/15,50,GitLightweightDecorator code cleanup part 1,"GitLightweightDecorator code cleanup part 1

- Made non-final firlds final where possible
- Renamed constants to match Java coding guidelines
- Changed mutable final String array fields to immutable String Lists's
- moved ensureFontAndColorsCreated() call at the begin in constructor
before connecting any listeners
- Display.getDefault() -> PlatformUI.getWorkbench().getDisplay()
- smaller cleanups

The code behavior is not changed.

Change-Id: Ia149409c5dd08b8d42338d9e63b09eb75a6b0056
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,1,0,0,0,1,0,0
41384,I9becfb264df1ba21736523bd758947cf977ac4f5,https://git.eclipse.org/r/#/c/41384,6,c87fe79a34edae7314bf033b95cee3439ac68eed,305bc06d0a439ecccb8b1abbd00b3ab84723ac91,1,08/02/15,12/02/15,196,Templates variables for the Git config variables,"Templates variables for the Git config variables

Templates variables do not currently grant access to the git config
variables. This change allows git config variables to be accessed 
within java templates.

Bug 458505
Change-Id: I9becfb264df1ba21736523bd758947cf977ac4f5
Signed-off-by: Kyle J. Harms <kyle.harms@gmail.com>",0,1,1,0,0,0,1,1,1
41521,I5308d089996cfc1be3a13120ef50e6cf23c5cf42,https://git.eclipse.org/r/#/c/41521,2,49db257331860063cc50c0c786e08f9edd4abf25,1487ad81573e98c8e1b3edfbdacd33826ac99071,1,10/02/15,18/02/15,124,Project importer: consider different users and repo suffixes,"Project importer: consider different users and repo suffixes

Two URLs differing in users *and* repo suffixes (.git) should be treated
the same.  This was not handled properly with the last fix for bug
453892.

In addition there is now also test cases for the relevant parts of
ProjectReferenceImporter.

Bug: 459551
Change-Id: I5308d089996cfc1be3a13120ef50e6cf23c5cf42
Signed-off-by: Christian Georgi <christian.georgi@sap.com>",0,0,1,0,0,0,1,0,0
41608,I3d94fba6b2c68ad758ebc62859e89a23b8f0d9d5,https://git.eclipse.org/r/#/c/41608,1,5bf9ef48e08d2e34662c1d729406de121cef4ed4,fa92a92d33c0c64005f5ef7e550483c077f1d6a1,0,11/02/15,11/02/15,48,Make welcome page contribution more consistent,"Make welcome page contribution more consistent

* Use similar words as the CVS team provider uses.
* Use EGit icon instead of Git icon
* Link to user guide in help content instead of linking to wiki 

Bug: 459238
Change-Id: I3d94fba6b2c68ad758ebc62859e89a23b8f0d9d5
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>
(cherry picked from commit 8820b8acd84c3967b79fd6c01f1615aaeca18901)",1,0,0,0,0,0,1,NA,NA
41795,Ie23869aaac37af15e1013e917d966b28cb8caba3,https://git.eclipse.org/r/#/c/41795,10,491736daf3ab76facb31c4ab636004e77568b7e6,6f35cc615dc84def46768407a71a68aea7296d52,0,12/02/15,23/02/15,50,Add org.slf4j.api and slf4j-log4j bridge to target platforms,"Add org.slf4j.api and slf4j-log4j bridge to target platforms

We want to use slf4j in JGit hence add it to the joint target platform.
We will use log4j with EGit hence add slf4j-log4j bridge to jgit
feature.

CQ: 9206
CQ: 9207
CQ: 9241
Bug: 458445
Change-Id: Ie23869aaac37af15e1013e917d966b28cb8caba3
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,1,1,0,0,0,1,NA,NA
41858,I0b669f85a03a00aea12c59abe976ca727e9c4fcf,https://git.eclipse.org/r/#/c/41858,2,2119f8befbb4a3b26fc3422ea9c9a8e6d54978aa,2e393335a57329437220e4a9b2a914ee9eaa739a,1,13/02/15,17/02/15,62,Use proper constructors and don't kill Java content assist,"Use proper constructors and don't kill Java content assist

Additionally improved description text and make unresolved variables
""invisible"" (for example if there is no git provider etc).

Bug: 459928
Change-Id: I0b669f85a03a00aea12c59abe976ca727e9c4fcf
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,1,0,0,0,1,0,0
41983,Id0dfd18440211141ba8a16bdc7c8ed41f69fa9f4,https://git.eclipse.org/r/#/c/41983,7,04654c5dc4fbc5fb9a1d5ad295557005bcbaf4ef,f0d3ce38a99a99ba95db6402acd836d39cdb8956,0,17/02/15,23/02/15,1017,Use Target Platform Definition DSL to generate target platforms,"Use Target Platform Definition DSL to generate target platforms

The ""Target Platform Definition DSL and Generator"" [1] heavily
simplifies maintenance of target platforms. It allows to modularize
target platform definitions which eliminates code duplication. The
.target files understood by P2 and Tycho are generated from .tpd files
which are written in the target platform definition DSL.

In order to edit .tpd files and generate .target files install the
""Target Platform Definition DSL and Generator"" 2.0 or later [2]  (Note:
on Kepler you also need to add [3] to get Xtext 2.5 which is not
available by default on Kepler). This tools is needed only if you need
to change the Target Platform definition files (*.targetplatform and
*.tpd) and re-generate the *.target files. In normal development you do
not need this and can simply use the generated *.target themselves.

In addition
- update Orbit repository for 4.5 to Mars M5
- use latest released Orbit p2 repository for platform version Luna
  and earlier
- update hamcrest to 1.3 which is used by swtbot on newer platform
  versions
- update p2f file

[1] https://github.com/mbarbero/fr.obeo.releng.targetplatform
[2] http://mbarbero.github.io/fr.obeo.releng.targetplatform/p2/latest/
[3] http://download.eclipse.org/modeling/tmf/xtext/updates/releases/

Change-Id: Id0dfd18440211141ba8a16bdc7c8ed41f69fa9f4
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",1,1,1,0,1,0,1,NA,NA
42172,Ic60e38581d2327e2a4717725670f679d1ee765fe,https://git.eclipse.org/r/#/c/42172,2,6f6b5f6b7f1d7f7a2f70573a6d81cb624c4559a2,5baeb1fd8274b90d029490f573ac08706f69b7de,1,19/02/15,19/02/15,1,Fix test error in StagingViewTest.testMergeConflict,"Fix test error in StagingViewTest.testMergeConflict

Run org.eclipse.egit.ui.test.stagview.StagingViewTest.testMergeConflict
testMergeConflict(org.eclipse.egit.ui.test.stagview.StagingViewTest)
org.eclipse.core.internal.resources.ResourceException: Resource is out
of sync with the file system: '/GeneralProject/folder/test.txt'.
	at org.eclipse.core.internal.localstore.FileSystemResourceManager.write(FileSystemResourceManager.java:1076)
	at org.eclipse.core.internal.resources.File.internalSetContents(File.java:321)
	at org.eclipse.core.internal.resources.File.setContents(File.java:360)
	at org.eclipse.egit.ui.common.LocalRepositoryTestCase.setTestFileContent(LocalRepositoryTestCase.java:561)
	at org.eclipse.egit.ui.test.stagview.StagingViewTest.setContent(StagingViewTest.java:155)
	at org.eclipse.egit.ui.test.stagview.StagingViewTest.commitOneFileChange(StagingViewTest.java:138)
	at org.eclipse.egit.ui.test.stagview.StagingViewTest.testMergeConflict(StagingViewTest.java:113)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	...

Change-Id: Ic60e38581d2327e2a4717725670f679d1ee765fe
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
42210,I068da330909b420d0570af607db91665533dfb6f,https://git.eclipse.org/r/#/c/42210,4,5baeb1fd8274b90d029490f573ac08706f69b7de,c83b1b4f5cf1d5ba05d19c86cd6d5913038c0cf7,1,19/02/15,19/02/15,27,Fix test error in StagingViewTest.testCommitSingleFile,"Fix test error in StagingViewTest.testCommitSingleFile

StagingView starts async tasks in UI now, so we need to proceed UI queue
after opening views in TestUtil.

Error Message

Tree item element containg text ""GeneralProject/folder/test.txt"" was not
found. Existing tree items:
ProjectWithoutDotProject/.project

Stacktrace

org.eclipse.swtbot.swt.finder.exceptions.WidgetNotFoundException: Tree
item element containg text ""GeneralProject/folder/test.txt"" was not
found. Existing tree items:
ProjectWithoutDotProject/.project
	at org.eclipse.egit.ui.test.TestUtil.getNode(TestUtil.java:476)
	at
org.eclipse.egit.ui.common.StagingViewTester.stageFile(StagingViewTester.java:64)
	at
org.eclipse.egit.ui.test.stagview.StagingViewTest.testCommitSingleFile(StagingViewTest.java:70)

Change-Id: I068da330909b420d0570af607db91665533dfb6f
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,1,0,0,0,0,1,0,0
42211,I75a454903843ff79e992f9d6e6b5fee476aaf1ea,https://git.eclipse.org/r/#/c/42211,2,eb24b013bc5a80eca22548ecc8c417a3c20eb965,bc9c95349bff3bea9e42adf1d1b1584c6d4f01b7,1,19/02/15,19/02/15,2,Leftover after review 42168: trailing space in StagingView,"Leftover after review 42168: trailing space in StagingView

Change-Id: I75a454903843ff79e992f9d6e6b5fee476aaf1ea
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",0,0,0,1,0,0,1,0,0
42230,I6f48af116b3e908ab8d0ac5fc346daaad2756a9d,https://git.eclipse.org/r/#/c/42230,1,6b4e7bc3b3d6490cbdfc0a2c66a3c4fe6bada2c0,4bbe6d967dbc2cedbe968f31a70b5daa4080b5ce,1,19/02/15,19/02/15,20,Close opened views on teardown to avoid broken StagingView tests,"Close opened views on teardown to avoid broken StagingView tests

Another attempt to fix unstable tests which I can't reproduce locally.
They fail on Hudson with this stack:

Tree item element containg text ""GeneralProject/folder/test.txt"" was not
found. Existing tree items:
ProjectWithoutDotProject/.project

Stacktrace

org.eclipse.swtbot.swt.finder.exceptions.WidgetNotFoundException: Tree
item element containg text ""GeneralProject/folder/test.txt"" was not
found. Existing tree items:
ProjectWithoutDotProject/.project
	at org.eclipse.egit.ui.test.TestUtil.getNode(TestUtil.java:495)
	at
org.eclipse.egit.ui.common.StagingViewTester.stageFile(StagingViewTester.java:65)
	at
org.eclipse.egit.ui.test.stagview.StagingViewTest.testCommitSingleFile(StagingViewTest.java:70)

Change-Id: Ib42b28f79b3ff9fcf8f5d35e039ba7fc1803588b
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>


Change-Id: I6f48af116b3e908ab8d0ac5fc346daaad2756a9d
Signed-off-by: Andrey Loskutov <loskutov@gmx.de>",1,0,0,0,0,0,1,0,0
