revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased,
37725,I43ea722b8a4fc28be4f997674ea85f73f2c66a50,http://review.couchbase.org/#/c/37725,8,647a3cd79ef21d68e06418e23cb050c1d8c191d8,e43e8146d360960aac6792e67a1a9be1301725b5,1,02/06/14,04/06/14,115,WIP: Wakeup selector if idle.,"WIP: Wakeup selector if idle.

Change-Id: I43ea722b8a4fc28be4f997674ea85f73f2c66a50",0,1,0,1,0,1,1,0,0,
37839,I82f55e8cef10c30bac785389b8d3c23d57553206,http://review.couchbase.org/#/c/37839,2,e43e8146d360960aac6792e67a1a9be1301725b5,90420f1d79202ab2bb3725e6a0d569df6dc7b438,1,04/06/14,04/06/14,2,SPY-172: Addition - test case fix.,"SPY-172: Addition - test case fix.

Just fixed the port.

Change-Id: I82f55e8cef10c30bac785389b8d3c23d57553206",1,0,0,0,0,0,1,0,0,
38358,I511a8e5ec6e8fe50168337a4b9bbddf2360bd365,http://review.couchbase.org/#/c/38358,2,723de42dc10bfec66c262bcfe169d8e8c0862cf7,cce23383341d433977b7483afde8f6354af50bac,0,17/06/14,17/06/14,8,SPY-174: Make sure MultiOperationCallback is threadsafe,"SPY-174: Make sure MultiOperationCallback is threadsafe

First, special thanks goes to @exortech for reporting and fixing the issue
here: https://github.com/dustin/java-memcached-client/pull/9

Motivation
----------
Certain operations like the multi get callback rely on the multi operation
callback which has a non-thread safe component to it.

Modification
------------
Make the callback atomic and thread safe.

Result
------
No race conditions with bulk get operation callbacks.

Change-Id: I511a8e5ec6e8fe50168337a4b9bbddf2360bd365",1,0,0,0,0,0,1,NA,NA,
38359,I9b90aab0b54a2ae7d2c262d499ff47482b9d6c6c,http://review.couchbase.org/#/c/38359,2,e588e2976fa5d39ef54e146f87462f57b31c676f,ff39b55c47183c5b29dcfcb32205e4c3cb479867,0,17/06/14,17/06/14,59,SPY-175: Reduce memory use in binary GET,"SPY-175: Reduce memory use in binary GET

Change-Id: I9b90aab0b54a2ae7d2c262d499ff47482b9d6c6c",1,0,0,1,0,0,1,NA,NA,
38669,Icbc5f9e4f568ea885500e8d2baedfa989c8ef801,http://review.couchbase.org/#/c/38669,3,ff39b55c47183c5b29dcfcb32205e4c3cb479867,95497a037590923ba25c647eba736ae1dccd3673,1,23/06/14,24/06/14,9,SPY-176: Enhance redistribution logic and avoid possible deadlocks.,"SPY-176: Enhance redistribution logic and avoid possible deadlocks.

Motivation
----------
There have been issues reported that redistribution of operations does
not work as expected, especially with authentication scenarios. This
has been tracked down and the following changes have been made:

Modifications
-------------

	- With the old redistribute logic, it could happen that subsequend
	  ops in the retry queue got accidentially deleted. With the copy
	  first, this cannot happen anymore.
	- On redistribute, if the handling node is still not set, just
	  clone the operation to avoid NPEs. A op without a node set
	  can happen if it is enqueued to retry because the target node
	  is not yet authenticated.
	- Do not try to add operations to a node which is not yet authen
	  ticated. This can lead to costly locks whith redistributions since
	  they are run from the IO thread. Without the change, it can happen
	  that the IO thread waits for an auth latch, but is also responsible
	  for telling listeners when auth has completed, therefore
	  locking everything up until the auth latch wait runs out of time.

Result
------
Much better resilience and performance with redistributions, especially
if authentication takes longer than expected and from scenarios where the
operations get redistributed/moved around from within the IO thread.

Change-Id: Icbc5f9e4f568ea885500e8d2baedfa989c8ef801",0,0,0,0,0,1,1,0,0,
42925,I0c976344d0f8e09bc041d94f3544620ef4fb3117,http://review.couchbase.org/#/c/42925,2,9dcaab23647963a2e331b8cae62f85b3588fa607,a409cb130e9f1ca5fd218e4efccfd62bbe45b685,1,07/11/14,21/11/14,2,"SPY-179: Reconnect has wrong ceiling, leading to very long reconnect delays.","SPY-179: Reconnect has wrong ceiling, leading to very long reconnect delays.

Motivation
----------
This is a regression which was introduced through the change in SPY-158
(https://github.com/couchbase/spymemcached/commit/bfaec2b4f1385f20f32fd0ed0736b52ef572e340).

Because the time is now converted to millis right away, but the comparison checks with the 2^n
still converted to seconds. That way, even with a very high N it is smaller than the default of
30k.

Modifications
-------------
The code now correctly converts the 2^n to milliseconds before comparing it, making it a comparison
on the same unit of time again.

Result
------
The ceiling is now properly respected and as a result, reconnect delays are properly capped at
their defined maximum.

Change-Id: I0c976344d0f8e09bc041d94f3544620ef4fb3117",0,0,1,0,0,1,1,0,0,
43040,I6e7f09892687b8896c9b295a94fb473857ec212f,http://review.couchbase.org/#/c/43040,2,25d3e3bab4b8a687dbac551f8f8c62d141729d46,d3d3fa1b21f3d5a08a4fbe0eaa6c1fccc7116123,1,10/11/14,10/11/14,10,SPY-178: KetamaNodeLocator#getReadonlyCopy uses unsafe operations.,"SPY-178: KetamaNodeLocator#getReadonlyCopy uses unsafe operations.

Motivation
----------
Users reported java.lang.UnsupportedOperationException when using the
KetamaNodeLocator#getReadonlyCopy() method. It turns out the error
only shows up when the JVM is run with the -XX:+AggressiveOpts flag.

Modifications
-------------
Changing the iterator to properly update the TreeMap while iterating
fixes the problem.

Result
------
Correct behavior for KetamaNodeLocator#getReadonlyCopy(), even when
the -XX:+AggressiveOpts flag is enabled.

Change-Id: I6e7f09892687b8896c9b295a94fb473857ec212f",0,0,0,0,0,1,1,0,0,
44144,I9ae2d71ae7d3fe899bce8ec8200e215aa987400d,http://review.couchbase.org/#/c/44144,4,12c4d522e5d358b05645b55ec6f4ed3a2288c43b,777fb49022cb8e801ed6477fbf92256b007c3a8a,1,09/12/14,10/12/14,34,The Spring factory bean was marked as a singleton but was creating a new instance with every call to getObject(). I created an instance holder so the same reference is returned every time. This also allows the class to expose a shutdown method to appropriately shut down the client when the spring context is destroyed.,"The Spring factory bean was marked as a singleton but was creating a new instance with every call to getObject(). I created an instance holder so the same reference is returned every time. This also allows the class to expose a shutdown method to appropriately shut down the client when the spring context is destroyed.

Change-Id: I9ae2d71ae7d3fe899bce8ec8200e215aa987400d",0,1,0,1,0,0,1,0,0,
44565,I49b3efc741ab4fe5780bf74ad5f99b839c9ceb7d,http://review.couchbase.org/#/c/44565,3,3474b83b90eedf93770e3b64490d8a18b8b60cdf,de31bc0cdb1ca9d96bfcbcd09edc70a632c6a7d6,1,21/12/14,09/01/15,34,MemcachedNodeROImpl public such as custom NodeLocator can use it. BaseGetOpImpl becomes public. Extra abstraction in BaseGetOpImpl::initialization to ease reuse of the class.,"MemcachedNodeROImpl public such as custom NodeLocator can use it.
BaseGetOpImpl becomes public.
Extra abstraction in BaseGetOpImpl::initialization to ease reuse of the class.

Change-Id: I49b3efc741ab4fe5780bf74ad5f99b839c9ceb7d",0,0,0,1,0,0,1,0,0,
45129,I7f4fdad62af71a42cc203b2a4b7e72f2002a286d,http://review.couchbase.org/#/c/45129,2,681773dc9d63ab3000a2122bb48876b7c66a73f7,6f93ec028a40253fca2938504bd7c0219e16febd,1,09/01/15,09/01/15,23,SPY-181: GetAndLock needs to be cloneable like any other keyed op.,"SPY-181: GetAndLock needs to be cloneable like any other keyed op.

Motivation
----------
In case a getAndLock operation needs to be rescheduled, it needs to
be cloneable (like any other keyed operation).

Modifications
-------------
Apply the same clone logic as with any other keyed operation. Also
added getter methods to the operations so that the expiration time
can be extracted on cloning.

Result
------
Correct behavior when a getAndLock op needs to be cloned.

Change-Id: I7f4fdad62af71a42cc203b2a4b7e72f2002a286d",0,0,0,0,0,1,1,0,0,
45131,I3643d5e0bfc7474889279d0f8362f287624b89a3,http://review.couchbase.org/#/c/45131,2,fcefd983525e520a5ba0b62a888fadf6012855e6,3428829af6989254330fa287a76cfa3cada3ac75,1,09/01/15,09/01/15,9,SPY-182: Avoid WARN logging when handling node not set.,"SPY-182: Avoid WARN logging when handling node not set.

Motivation
----------
The main purpose of setting a continous timeout on a node is to
properly reconnect when the threshold is reached. Now if auth
has not happened yet, it could be that ops do not have a handling
node set yet.

In those cases, it doesn't make any sense to increase the counter,
so it should be ignored. This also has the side effect of not logging
warnings to the user which have no impact for him.

Modifications
-------------
Ignore the operation when its handling node is not set.

Result
------
No unnecessary warnings printed to the user.

Change-Id: I3643d5e0bfc7474889279d0f8362f287624b89a3",0,0,0,0,0,1,1,0,0,
45554,I483c045451f90ff3ed01d00db7e912e7d2484b64,http://review.couchbase.org/#/c/45554,2,2449b132a5d91c65dacb5cc945fefed7baca5a9f,a6170cff5d7fea21c87ab85a181ec6eb18c409e0,1,19/01/15,19/01/15,2,Fix spring unit tests.,"Fix spring unit tests.

Motivation
----------
afterPropertiesSet() needs to be called on the factory to actually
create the client so that it does not result in a NPE.

Change-Id: I483c045451f90ff3ed01d00db7e912e7d2484b64",0,0,0,0,0,0,0,0,0,
47624,I0263b9afc513f9a135d5d17318b3fe6bd4593437,http://review.couchbase.org/#/c/47624,7,a6170cff5d7fea21c87ab85a181ec6eb18c409e0,bbb772a66ec23c1ee7cffce8f65a366e54883422,1,03/03/15,19/05/15,923,Support Libmemcached ketama weighted,"Support Libmemcached ketama weighted

- Add support for alternative Ketama Node key format

  Libmemcached uses the format for `[hostname or ip][port unless
  default]-[repetition]` while spymemcached has been using
  `[hostname]/[ip]:[port]-[repetition]` the added `KetamaNodeKeyFormat`
  allows to choose either format while retaining the caching
  optimization.

- Add support for weighted ketama
  Straight port of the weighting based on Libmemcached, configured via
  passing a map of node socketaddress to weight to the configuration.
  This code is only active if the weight is actually configured
  otherwise the old ketama code is used.

Change-Id: I0263b9afc513f9a135d5d17318b3fe6bd4593437",0,1,0,0,1,0,1,2,1,
48076,Iad343b4dbdcd5dfd4d9ec53bf5335dcf4775f9c9,http://review.couchbase.org/#/c/48076,2,02044d4ea5113d97b3beb9f23a92458376ce26bc,8799c71ba99f90127f97f4f65d52b1e82c837f30,1,11/03/15,11/03/15,86,SPY-183: Allow touch operations to be cloned.,"SPY-183: Allow touch operations to be cloned.

Motivation
----------
In case a touch  operation needs to be rescheduled, it needs to
be cloneable (like any other keyed operation).

Modifications
-------------
Apply the same clone logic as with any other keyed operation. Also
added getter methods to the operations so that the expiration time
can be extracted on cloning.

Result
------
Correct behavior when a touch op needs to be cloned.

Change-Id: Iad343b4dbdcd5dfd4d9ec53bf5335dcf4775f9c9",0,0,0,0,0,1,1,0,0,
51546,I81932da64d4492512dcf1a11fe1161203fa70c5e,http://review.couchbase.org/#/c/51546,3,7f4be454c02ca115cee510e65dfba0f772dddd13,bb27f0015c7701c37c2e57ca09d8bf3bd0fd30fd,1,29/05/15,11/06/15,79,Expose a few more attributes of MemcachedClient,"Expose a few more attributes of MemcachedClient

Motivation
----------
Extending MemcachedClient to access some of its protected attributes is
not always desirable as it makes harder writing mocks for unit testing.

Modifications
-------------
MemcachedClient and its main interface now expose operationTimeout,
mconn, tcService and executorService.

Result
------
One does not have to extend MemcachedClient any more to write custom
commands.

Change-Id: I81932da64d4492512dcf1a11fe1161203fa70c5e",0,0,0,0,0,0,0,0,0,
58266,Iaf63f8a246c45e9ed9ebfe9c4239043cbe9e2039,http://review.couchbase.org/#/c/58266,3,bb27f0015c7701c37c2e57ca09d8bf3bd0fd30fd,bbdf6944633ef59081e68f556f7789568be45704,1,05/01/16,13/01/16,8,Remove the no-operation isInterrupted() call. Document interruption policy.,"Remove the no-operation isInterrupted() call. Document interruption policy.

Change-Id: Iaf63f8a246c45e9ed9ebfe9c4239043cbe9e2039",0,0,1,1,0,0,1,0,0,
61927,Idf392d146d30b2e96dc198a93a3cc6598dae3fc6,http://review.couchbase.org/#/c/61927,3,bbdf6944633ef59081e68f556f7789568be45704,fc64085e78efb661a3c23775163c22e28ee2560d,1,24/03/16,04/04/16,24,SPY-191: Don't force reconnect on E2BIG with binary protocol.,"SPY-191: Don't force reconnect on E2BIG with binary protocol.

Motivation
----------
In the current codebase, a socket is forcefully reset when the server
returns an E2BIG response, that is when the document is larger than the
possible value size.

Modifications
-------------
While this needs to be done on the ASCII protocol, doing so is not needed
with binary protocol and can be considered a bug/leftover.

The code is modified so that E2BIG just translates into a non-success response
like any other error and the proper error code identifies the cause.

The test cases have been modified for binary to reflect the change.

Result
------
Do not force reconnect / treat the issue as a server error on the binary
protocol - the ASCII protocol is unaffected.

Change-Id: Idf392d146d30b2e96dc198a93a3cc6598dae3fc6",0,0,0,0,0,1,1,0,0,
69938,I86452ef8dcddcf2c4acfc065fd9db94510665ac3,http://review.couchbase.org/#/c/69938,4,c8a2a24eeca0324524757f56abcb5cf4bd4fd24b,0a455eff7a97d6f1ea23fed209dbb90215d84a5c,1,16/11/16,07/04/17,25,SPY-XXX: Allow to optionally bound retry queue,"SPY-XXX: Allow to optionally bound retry queue

Change-Id: I86452ef8dcddcf2c4acfc065fd9db94510665ac3",0,1,0,1,0,0,1,0,0,
72270,Ic0db65f9c7ccc3a7b9738aaff0e3c7e60d7f25c2,http://review.couchbase.org/#/c/72270,3,ff4a79f4e899b18db94dbc7ed7bb96a368d66b4d,d337fef7747cfcbb8f385b3a02a614deda074c5c,1,20/01/17,01/02/17,17,Ensure connection key is valid before checking if writable,"Ensure connection key is valid before checking if writable

Change-Id: Ic0db65f9c7ccc3a7b9738aaff0e3c7e60d7f25c2",0,0,0,1,0,0,1,0,0,
75116,If1273cb560d49ea2c9c42b7c7b70c84fd9aeebdc,http://review.couchbase.org/#/c/75116,2,d337fef7747cfcbb8f385b3a02a614deda074c5c,a817c364929f9f1fe72b53e92d92a3ad7ecf712e,1,14/03/17,14/03/17,4,SPY-193: Allow to override wakeupDelay,"SPY-193: Allow to override wakeupDelay

Motivation
----------
As part of SPY-172, a new wakeupDelay setting has been introduced,
but as part of a mistake it has never been used to actually set
the wakeup time, which is still hardcoded to 1000.

Modifications
-------------
This simple change modifies the code so it accepts the wakeupDelay
setting, still having the default at 1000 but making it possible
to override it through the system property.

Result
------
The wakeupDelay can now be configured via a system property.

Change-Id: If1273cb560d49ea2c9c42b7c7b70c84fd9aeebdc",0,0,0,0,0,1,1,0,0,
76567,I3c8bb70cfaa9f47eb790f2eb150bacca2ce839b6,http://review.couchbase.org/#/c/76567,3,3444d710bff90a2297a02322d4c92b095ee88ba1,ff4405bc43762b37ed3fb029ae99674288fc85e8,1,10/04/17,10/04/17,4,SPY-195: Defer String Concat in handleEmptySelects(),"SPY-195: Defer String Concat in handleEmptySelects()

MemcachedConnection.handleEmptySelects() has a debug level log
statement that doesn't correctly defer the concatentation of
the argument until it has determined that the level is enabled.

Change-Id: I3c8bb70cfaa9f47eb790f2eb150bacca2ce839b6",1,0,0,0,0,0,1,0,0,
81810,Ic561f87fe262782a607e86ac8b2e0efb69d2c46e,http://review.couchbase.org/#/c/81810,2,ff4405bc43762b37ed3fb029ae99674288fc85e8,f3678f92b0ded014c333f6779d482fd05e66e6cc,1,03/08/17,03/08/17,38,Add support for turning on tcp keep alive.,"Add support for turning on tcp keep alive.

Change-Id: Ic561f87fe262782a607e86ac8b2e0efb69d2c46e",1,0,0,1,0,0,1,0,0,
